NamePL,NameEN,DescPL,DescEN,Source,Level
Prestiż,Prestige,"Twoje imię otwiera drzwi, których nie otworzą pieniądze. Raz na sesję sama reputacja daje ci dostęp do czegoś, czego zwykle by odmówiono. Tam, gdzie cię znają, dostajesz darmowy nocleg i posiłki.","Your name opens doors coin cannot. Once per session, reputation alone grants access to something normally refused. You receive free lodging and meals where you are known.",edr,2
Refleks,Reflexes,"Raz na walkę, gdy wróg cię chybi, możesz natychmiast zadziałać poza swoją kolejnością, wykonując jedną pełną akcję.","Once per combat, when an enemy misses you, you may act immediately out of turn, taking one full action.",edr,2
Skalna Skóra,Rockskin,"Obrażenia obuchowe są zmniejszane o dodatkowy 1 punkt (minimum 0). Jesteś odporny na drobne szkody środowiskowe, takie jak gorąco, zimno czy otarcia.","Bludgeoning damage is reduced by an additional 1 (minimum 0). Immune to minor environmental damage — heat, cold, abrasion.",edr,2
Wędrowiec,Rover,"Potrafisz zatrzeć ślady całej drużyny. Cudze tropy czytasz jak zapisane świadectwo: liczebność, tempo, ciężar i stan emocjonalny.","You can erase your entire party's tracks. You can read others' tracks as a written account — numbers, pace, weight, emotional state.",edr,2
Żeglarz,Sailor,Potrafisz nawigować bez map i kart. Raz na rejs twoja szybka reakcja automatycznie zapobiega jednej katastrofalnej konsekwencji.,"You can navigate without charts. Once per voyage, your quick action automatically prevents one catastrophic outcome.",edr,2
Saper,Sapper,W ciągu godziny potrafisz sporządzić improwizowane ładunki z dostępnych materiałów. Twoje ładunki wybuchowe mogą mieć dziesięciominutowy lont albo spust linkowy.,You can construct improvised charges from available materials in an hour. Your explosives can be set with a ten-minute delay fuse or a tripwire trigger.,edr,2
Intrygant,Schemer,"Kiedy intryga się sypie, zawsze dzieli cię od niej co najmniej jeden pośrednik. Zanim sprawa dosięgnie ciebie, winę bierze na siebie podstawiony BN.","When a scheme goes wrong, there is always one degree of separation protecting you. An NPC intermediary takes the fall before it reaches you.",edr,2
Zwiadowca,Scout,"Gdy wykonasz zwiad i wrócisz, wskazujesz dwa interesujące punkty. Twoi towarzysze zyskują przewagę przy pierwszym rzucie w każdym z tych miejsc.","When you scout and return, you identify two points of interest. Your companions gain advantage on their first roll at each of those locations.",edr,2
Zmiana Kształtu,Shifting,"Nie potrzebujesz już krwi: wystarczy minuta kontaktu ze zwierzęciem. W zwierzęcej postaci zachowujesz swoją INT, potrafisz układać proste plany i mówić krótkimi, urywanymi zdaniami.","You no longer need blood — one minute of contact with an animal is enough. While shifted, you retain your INT and can form simple plans and speak short, broken sentences.",edr,2
Potyczka,Skirmish,"Gdy zadasz obrażenia dzięki Potyczce, możesz natychmiast wycofać się bez sprowokowania ataków okazyjnych i związać walką inny cel.","When you deal damage with Skirmish, you can immediately disengage without triggering any opportunity strikes and re-engage another target.",edr,2
Pogromca,Slay,"Gdy atakiem wręcz zredukujesz wroga do 0 PW, możesz natychmiast wykonać drugi atak przeciw dowolnemu sąsiadującemu przeciwnikowi.","When you reduce an enemy to 0 HP with a melee attack, you may immediately make a second attack against any adjacent enemy.",edr,2
Detektyw,Sleuth,"Gdy wykryjesz kłamstwo, wyczuwasz też emocjonalny ton oszustwa: strach, chciwość, lojalność, wstyd.","When you detect a lie, you also sense the emotional shape of the deception — fear, greed, loyalty, shame.",edr,2
Czarodziejstwo,Sorcery,"Raz dziennie możesz rzucić całkowicie improwizowane zaklęcie Czarodziejstwa, wybierając na bieżąco po jednej opcji z każdej listy.","Once per day, cast a completely improvised Sorcery spell by choosing options from each list on the spot in real time.",edr,2
Strategia,Strategy,"Gdy odczytasz strategię wroga, jeden sojusznik zyskuje premię do następnego rzutu przeciw niemu. Jedno słowo wystarczy, by przekazać tę korzyść całej grupie.","When you read an enemy's strategy, one ally gains a bonus to their next roll against that enemy. A word relays the benefit to the whole group.",edr,2
Przywołanie,Summon,"Gdy związany demon wykonuje swoje codzienne zadanie, możesz zażądać dwóch działań zamiast jednego. Demon przed wykonaniem drugiego określa swoją cenę.","When a Bound demon performs its daily deed, you may request two actions instead of one. The demon names a price for the second before performing it.",edr,2
Chirurg,Surgeon,"Gdy zawracasz kogoś znad progu śmierci, odzyskuje siły dzięki dodatkowemu rzutowi Kością Wytrzymałości, dodawanemu natychmiast. Twoje lekarstwa działają także przeciw magicznym chorobom i klątwom.","When you bring someone back from the brink, they recover with one extra Hit Die rolled and added immediately. Your medicines counter magical diseases and curses.",edr,2
Utalentowany,Talented,"Raz na sesję możesz tymczasowo skorzystać z Umiejętności, której nie posiadasz, przy jednym rzucie.","Once per session, temporarily use a Skill you don't possess for one roll.",edr,2
Majsterkowicz,Tinker,"Gdy oglądasz zamek albo pułapkę, rozumiesz, jak zostały zbudowane i kto je skonstruował. Możesz też ponownie uzbroić każdą rozbrojoną przez siebie pułapkę, wprowadzając modyfikacje.","When you examine a lock or trap, you understand how it was built and who built it. You can re-arm any trap you've disabled, with modifications.",edr,2
Twardziel,Tough,"Raz na walkę możesz całkowicie zignorować jedno źródło obrażeń, decydując o tym już po zobaczeniu rzutu na obrażenia.","Once per combat, completely ignore one source of damage, decided after seeing the damage roll.",edr,2
Tropiciel,Tracker,"Gdy podążasz tropem, MG mówi ci, dokąd zmierza zwierzyna, jeśli sama ma jakiś cel. Zawsze też wyczuwasz, kiedy trop został celowo spreparowany, by cię zmylić.","When you follow a trail, the GM tells you the quarry's destination if they have one. You always sense when a trail has been deliberately laid to mislead you.",edr,2
Sztuczka,Trick,"Gdy skutecznie nabierzesz cel Sztuczką, wszyscy pobliscy wrogowie, którzy to widzieli, wahają się. Twoi sojusznicy zyskują premię do następnej akcji przeciw dowolnemu z tych przeciwników.","When you successfully Trick a target, all nearby enemies who witnessed it hesitate. Your allies gain a bonus to their next action against any of those enemies.",edr,2
Odpędzenie,Turn,"Nieumarli, których odpędzisz, uciekają przed tobą do końca sceny. Na potężnych nieumarłych Odpędzenie wymusza zachowanie defensywne.","Undead you Turn flee from you for the rest of the scene. Against powerful undead, Turn forces them to act defensively.",edr,2
Gwałtowność,Vehemence,"Gdy przy zaklęciu wzmocnionym Gwałtownością wyrzucisz maksymalne obrażenia, cel zostaje odrzucony albo powalony.","When you roll maximum damage on a Vehemence-enhanced spell, the target is knocked back or prone.",edr,2
Wizja,Vision,Nie potrzebujesz już wody święconej: wystarczy dziesięć minut medytacji. Raz na sesję twoje bóstwo samo z siebie posyła ci krótkie ostrzeżenie przed poważnym niebezpieczeństwem.,"You no longer need holy water — ten minutes of meditation suffices. Once per session, your deity sends you a brief, unsolicited warning before significant danger.",edr,2
Salwa,Volley,"Raz na walkę możesz wypuścić salwę w dwóch sąsiadujących ze sobą przeciwników jednocześnie, rzucając na obrażenia osobno dla każdego z nich.","Once per combat, loose a volley targeting two adjacent enemies simultaneously, rolling damage separately for each.",edr,2
Ochronne Pieczęcie,Warded,"Twoje pieczęcie ochronne utrzymują się jeszcze przez jedną rundę po zakończeniu używania magii. Szybką akcją możesz rozciągnąć ich ochronę na jednego pobliskiego sojusznika, dając mu +1 Pancerza do twojej następnej tury.","Your wards persist for one round after you stop using magic. You can extend your ward to one nearby ally as a quick action, granting them +1 armor until your next turn.",edr,2
Dziki Zew,Wild,"Zwierzęta, którym wydałeś rozkaz, pozostają ci lojalne nawet po wygaśnięciu polecenia i nie wystąpią przeciw tobie. Możesz bez dodatkowych utrudnień rozkazywać zwierzętom aż do dużych rozmiarów.",Animals you have commanded remain loyal to you even after the command expires — they will not act against you. You can command animals up to large size without additional difficulty.,edr,2
Czarnoksięstwo,Wizardry,"Gdy przy zaklęciu Czarnoksięstwa wyrzucisz Krytyczny sukces, odzyskujesz 1 wydany punkt Mocy. Możesz też wydawać Moc w proporcji 2:1, aby przedłużyć czas trwania zaklęcia o jeden stopień bez narażania się z tego powodu na kontakt z Osnową.","When you roll a Critical Success on a Wizardry spell, recover 1 spent Power. You may spend Power at a 2:1 ratio to extend spell duration by one rank without triggering Warp exposure for that adjustment.",edr,2
Co To Było?,WTF?,"Raz na walkę przeciw dowolnemu przeciwnikowi, nawet dobrze ci znanemu, możesz zrobić coś tak nieprzewidywalnego, że straci następną akcję, próbując to pojąć.",Once per combat against any foe — even a known one — you may do something so unexpected they lose their next action processing it.,edr,2
Alchemia,Alchemy,"Możesz stworzyć Legendarną Formułę: pojedynczy wyrób łączący po jednej opcji z każdej kategorii oraz jeden egzotyczny efekt własnego pomysłu, za zgodą MG. Dodatkowo każdą stworzoną przez ciebie formułę można teraz uczynić trwałą: nie znika po użyciu, lecz odnawia się po pełnym dniu.","You can create a Legendary Formula — a single preparation that combines one option from every category plus one exotic effect of your own invention, subject to GM approval. Additionally, any formula you create can now be made permanent: it does not expire after use, but recharges after one full day.",edr,3
Zamożność,Affluent,"Twoja reputacja finansowa jest nienaruszalna. Nie musisz już rzucać, gdy kupujesz na kredyt: po prostu zakłada się, że to działa. Raz na kampanię możesz zorganizować finansowanie naprawdę ogromnego zakupu, takiego jak statek, budynek czy zaopatrzenie dla armii, bez potrzeby natychmiastowej zapłaty.","Your financial reputation is unassailable. You no longer need to roll when making purchases on credit — it is simply assumed. Once per campaign, you can arrange financing for a truly massive acquisition (a ship, a building, an army's provisions) with no immediate funds required.",edr,3
Urok,Allure,"Twój urok jest przytłaczający. Raz na sesję możesz sprawić, że przez całą scenę ktoś będzie całkowicie oddany twojemu dobru: nie skrzywdzi cię, nie okłamie i nie pozwoli skrzywdzić cię innym bez rzutu na MĄD, by się oprzeć. Potem pamięta to doświadczenie, ale nie umie wyjaśnić, czemu tak się zachował.","Your allure is overwhelming. Once per session, you can make someone completely devoted to your wellbeing for a full scene — they will not harm you, lie to you, or allow others to harm you without a WIS roll to resist. They remember the experience afterward but cannot explain why they acted that way.",edr,3
Wycena,Appraise,"Potrafisz ocenić wartość wszystkiego: klątw, błogosławieństw, informacji, a nawet ludzkiego życia w ekonomii świata MG. Raz na sesję możesz zapytać MG: ""Co jest najcenniejszą rzeczą w tym miejscu?"" MG musi odpowiedzieć szczerze.","You can appraise anything — curses, blessings, the value of information, even the worth of a person's life in the GM's economy. Once per session, ask the GM: ""What is the most valuable thing in this location?"" The GM must answer honestly.",edr,3
Cios w Plecy,Backstab,"Premia do obrażeń z Ciosu w plecy wzrasta do +5. Gdy jednym ciosem zabijasz cel, żaden świadek nie pojmuje od razu, co się stało: śmierć wygląda na naturalną, przypadkową albo spowodowaną przez kogoś innego, chyba że ktoś zacznie to aktywnie i uważnie badać.","Your Backstab damage bonus increases to +5. When you Backstab and kill a target in a single strike, no witness immediately realizes what happened — the death appears natural, accidental, or the result of someone else, unless actively and carefully investigated.",edr,3
Targowanie,Bargain,"Możesz targować się o rzeczy, które technicznie nie są na sprzedaż: sekrety, przysługi możnych, niebezpieczne informacje, a nawet wolność. MG musi potraktować twoją ofertę poważnie, zamiast ją zbyć. Zawsze coś da się wynegocjować, nawet jeśli cena będzie wysoka.","You can Bargain for things that are not technically for sale — secrets, favors from powerful figures, dangerous information, even freedom. The GM must engage with your offer rather than dismiss it. Something is always on the table, even if the price is steep.",edr,3
Szał,Berserk,"W Szale nie można cię ogłuszyć ani pozbawić przytomności: walczysz, dopóki twoje PW nie spadną do wartości ujemnej równej twojej KON, i dopiero wtedy padasz. Dodatkowo twoje bojowe szaleństwo jest zaraźliwe: jeden sojusznik, który widzi cię w walce, zyskuje +1 do obrażeń i +1 Pancerza tak długo, jak trwa twój Szał.","You cannot be knocked unconscious while Berserk — you fight until your HP reaches a negative value equal to your CON score, at which point you collapse. Additionally, your frenzy is contagious: one ally who can see you fighting gains +1 damage and +1 armor for as long as your Berserk lasts.",edr,3
Błogosławieństwo,Bless,Możesz pobłogosławić miejsce zamiast osoby lub przedmiotu. Przez 24 godziny taki obszar ma następujące właściwości: istoty Zła mają utrudnienie przy wejściu; sojusznicy odpoczywający tam odzyskują dodatkową Kość Wytrzymałości; miejsca nie da się namierzyć ani śledzić magicznymi środkami.,"You can Bless a location rather than a person or item. For 24 hours, the blessed area has the following properties: Evil creatures suffer disadvantage when entering; allies who rest there recover an extra Hit Die; the location cannot be scried or tracked by magical means.",edr,3
Krzepa,Brawny,"Twoje obrażenia wręcz i bronią miotaną ignorują 1 punkt Pancerza (minimum 0, po zwykłej redukcji). Gdy maksymalnymi obrażeniami powalisz cel, możesz natychmiast go chwycić i przyszpilić; pozostaje unieruchomiony, dopóki nie zda rzutu na SIŁ.","Your melee and thrown damage ignores 1 point of armor (minimum 0, applied after normal armor reduction). When you knock a target prone via maximum damage, you may immediately grab and pin them — they remain pinned until they succeed on a STR roll.",edr,3
Okryty Cieniem,Cloaked,"Raz dziennie możesz stać się całkowicie niewidzialny w dowolnym oświetleniu na czas do godziny. Pozostajesz niewidzialny nawet podczas ataku, aż do końca rundy, w której uderzyłeś. Efekt kończy się, jeśli głośno mówisz albo użyjesz źródła światła.","Once per day, you can become completely invisible in any lighting condition for up to one hour. You remain invisible even when attacking, until the end of the round in which you struck. The effect ends if you speak loudly or use a light source.",edr,3
Koneksje,Connected,"Masz kontakt na każdym szczeblu społeczeństwa. Raz na sesję wskaż dowolny typ osoby, na przykład szefa szpiegów, kapitana piratów, arcykapłana czy bossa przestępczego, a okaże się, że znasz kogoś takiego. Jest ci winien dość, by się z tobą spotkać i naprawdę wysłuchać twojej prośby.","You have a contact at every level of society. Once per session, name any type of person — a spymaster, a pirate captain, a high priest, a crime lord — and you have a contact of that type. They owe you enough to meet with you and genuinely hear your request.",edr,3
Gibkość,Contort,"Twoje ciało znosi ucisk i pozycje, które dla innych byłyby śmiertelne. Możesz bez szkody przetrwać zasypanie, przygniecenie gruzem albo fizyczne uwięzienie przez dowolnie długi czas. Dodatkowo obrażenia od upadku zmniejszasz o połowę, niezależnie od wysokości.","Your body endures compression and positions that should be lethal. You can survive being buried, crushed in rubble, or physically trapped indefinitely without harm. You also reduce falling damage by half, regardless of the height.",edr,3
Kieszonkowiec,Cutpurse,"Potrafisz kraść rzeczy, które nie są po prostu przy kimś noszone: klucz właśnie obracany w zamku, dokument właśnie czytany, a nawet informację, o której ktoś wyraźnie myśli. Nic, z czym ktoś aktywnie wchodzi w interakcję, nie jest poza twoim zasięgiem. Dokładne zasady w każdym przypadku określa MG.","You can steal things that are not simply on a person's body — a key actively being turned in a lock, a document being actively read, information someone is clearly thinking about. Nothing a person is actively interacting with is beyond your reach. The GM determines the exact mechanics case by case.",edr,3
Uzdrowienie,Cure,"Twoje leczenie ma już znamiona cudu. Raz dziennie możesz dokonać Pełnego Odnowienia: podnieść postać z 0 PW do połowy jej maksymalnych PW oraz jednocześnie uleczyć wszystkie trucizny, klątwy i choroby. Nie wymaga to żadnych komponentów. Działa nawet na samym progu śmierci, o ile dana osoba nie była martwa dłużej niż minutę.","Your healing is miraculous. Once per day, you can perform a Full Restoration — bringing a character at 0 HP to half their maximum HP, simultaneously cured of all poisons, curses, and diseases. No components required. This works even at the very threshold of death, as long as they have not been dead for more than a minute.",edr,3
Potępienie,Damnation,"Raz na sesję możesz nałożyć Zgubę: nazwaną klątwę z konkretnym warunkiem uruchomienia według twojego wyboru, na przykład: ""następnym razem, gdy zdradzisz przyjaciela, stracisz głos na tydzień"". Zguba uruchamia się automatycznie po spełnieniu warunku i nie da się jej zdjąć zwykłymi metodami; jedynym sposobem jest odwrócenie nazwanego przez ciebie czynu krzywdy.","Once per session, you can place a Doom — a named curse with a specific triggering condition of your choosing (""the next time you betray a friend, you will lose your voice for a week""). The Doom activates automatically when met and cannot be removed by normal means — only by undoing whatever act of harm you named.",edr,3
Brawura,Daring,"Twoja Brawura nie zna już limitu: możesz używać jej dowolną liczbę razy dziennie. Dodatkowo, gdy dokonasz aktu niezwykłej odwagi na oczach innych, wszyscy obecni sojusznicy do końca sceny nie mogą ulec strachowi ani zwątpieniu.","Your Daring is unlimited — you can use it any number of times per day. Additionally, when you perform an act of extraordinary courage that others witness, all allies present cannot be affected by fear or doubt for the rest of the scene.",edr,3
Dyplomata,Diplomat,"Raz na sesję możesz ogłosić Rokowania: wymuszony okres negocjacji. Wszystkie strony muszą przez co najmniej jedną pełną scenę negocjować w dobrej wierze, zanim przemoc znów będzie mogła wybuchnąć. Nawet wrogowie, którzy przed chwilą atakowali, muszą się zatrzymać. Nie działa to tylko wtedy, gdy w tej samej chwili ktoś właśnie traci życie.","Once per session, you can declare a Parley — a period of enforced negotiation. All parties must negotiate in good faith for at least one full scene before violence can resume. Even enemies who were attacking moments before must pause. This cannot be invoked if lives are actively being lost in that instant.",edr,3
Przebranie,Disguise,"Po co najmniej godzinie obserwacji potrafisz przejąć czyjeś maniery, emocjonalne odruchy i wiedzę o prywatnych sprawach na tyle przekonująco, by oszukać nawet najbliższą rodzinę i powierników. Gdy podszywasz się pod konkretną osobę, możesz odpowiadać na pytania o jej życie prywatne tak, jakbyś miał dostęp do jej wspomnień; MG dopowie to, co mógłbyś wiarygodnie wiedzieć.","After studying someone for at least an hour, you can take on their mannerisms, emotional tells, and knowledge of private matters convincingly enough to fool even their closest family and confidants. When disguised as someone specific, you can answer questions about their private life as if you had access to their memories — the GM will fill in what you would plausibly know.",edr,3
Wróżbiarstwo,Divination,"Dotykając miejsca albo przedmiotu, możesz ujrzeć jego przeszłość w postaci żywych wizji. Raz na sesję możesz poprosić MG o pokazanie jednego konkretnego wydarzenia z przeszłości związanego z twoim obecnym śledztwem; opisze je tak, jakbyś tam był.","By touching a location or object, you can witness its past as vivid visions. Once per session, you can ask the GM to show you one specific event from the past related to your current investigation — they describe it as if you were present.",edr,3
Szermierz,Duelist,"W ogłoszonej walce jeden na jednego jesteś praktycznie nietykalny dla mniej biegłych przeciwników. Gdy walczysz z jednym oponentem w formalnym albo wyraźnie zadeklarowanym pojedynku, masz przewagę do wszystkich rzutów, a on utrudnienie do wszystkich rzutów przeciw tobie.","In declared one-on-one combat, you are essentially untouchable by less skilled opponents. When fighting a single opponent in a formal or clearly declared duel, you have advantage on all rolls and they have disadvantage on all rolls against you.",edr,3
Inżynier,Engineer,"Jeśli masz odpowiednie materiały i czas, potrafisz zbudować dowolne urządzenie mechaniczne, jakie tylko umiesz sobie wyobrazić: machiny oblężnicze, automaty czy pułapki o niezwykłej złożoności. Raz na sesję wynalazek sklecony naprędce działa idealnie przy pierwszym użyciu, bez rzutu.","Given adequate materials and time, you can construct any mechanical device you can conceptualize — siege engines, automata, traps of extraordinary complexity. Once per session, a contraption you build on the fly works perfectly on the first use, no roll required.",edr,3
Ekspert,Expert,"Możesz używać Eksperta dowolną liczbę razy dziennie. Dodatkowo raz na sesję możesz zamienić Częściowy sukces w Pełny sukces, a nie tylko Pudło w Częściowy sukces.","You can use Expert any number of times per day. Additionally, once per session, you can turn a Partial Success into a Full Success — not just a Miss into a Partial.",edr,3
Chowaniec,Familiar,"Możesz całkowicie zamieszkać ciało swojego Chowańca; twoje własne ciało zapada wtedy w nieprzytomność, a ty działasz wyłącznie przez niego. Możesz utrzymać ten stan do godziny. Jeśli Chowaniec zginie, gdy w nim przebywasz, otrzymujesz 1k6 obrażeń i przez rundę jesteś oszołomiony.","You can fully inhabit your Familiar's body — your own body falls unconscious while you act through your Familiar completely. You can maintain this for up to one hour. If your Familiar is killed while you inhabit it, you take d6 damage and are stunned for a round.",edr,3
Magia Kontaktowa,Full-contact magic,"Możesz teraz przewodzić przez pięści dowolne zaklęcie, a nie tylko Czarnoksięstwo. Gdy posyłasz przez cios zaklęcie Czarodziejstwa, zadaje ono dodatkowe obrażenia równe twojemu modyfikatorowi SIŁ. Twoje ataki bez broni zawsze są uznawane za magiczną broń.","You can now channel any spell — not just Wizardry — through your fists. When you channel a Sorcery spell through a strike, it deals additional damage equal to your STR modifier. Your unarmed strikes are always considered magical weapons.",edr,3
Gadżeciarstwo,Gadgetry,"Jeden z twoich gadżetów staje się Arcydziełem: trwałym urządzeniem, które nigdy się nie psuje i może dowolnie odtwarzać przypisane mu zaklęcie Czarodziejstwa, bez dziennego limitu. Sam wybierasz, który z istniejących gadżetów zyskuje ten status.","One of your gadgets becomes a Masterwork — a permanent device that never breaks down and can replicate its assigned Sorcery spell at will, with no daily limit. You choose which of your existing devices receives this status.",edr,3
Ucieczka,Getaway,"Ucieczka działa teraz jednocześnie na całą twoją drużynę. Dodatkowo na początku każdej sesji możesz wyznaczyć bezpieczną kryjówkę albo punkt ewakuacji; gdy użyjesz Ucieczki, cała drużyna trafia tam niezależnie od dzielącej was odległości.","Getaway now works for your entire party simultaneously. Additionally, you can pre-designate a safe house or exit point at the start of any session — when you use Getaway, the party arrives there regardless of the distance between you and it.",edr,3
Osłona,Guarded,"Możesz teraz przekierowywać ataki na siebie zamiast na Najemnika, przyjmując cios za dowolnego sojusznika. Kiedy to robisz, otrzymujesz tylko połowę obrażeń; resztę pochłania twoja instynktowna osłona. Z tej wersji Osłony możesz korzystać dowolną liczbę razy w każdej walce.","You can now redirect attacks to yourself instead of a Hireling, absorbing the blow for any ally. When you do, you take only half damage — the rest is mitigated by your reflexive guard. This version of Guarded can be used any number of times per combat.",edr,3
Zahartowany,Hardy,"Zyskujesz dodatkowe +6 PW, co daje łącznie +16 z Zahartowania na wszystkich poziomach. Jesteś odporny na efekty natychmiastowej śmierci i śmiercionośne środowisko. Gdy spadniesz do 0 PW, automatycznie się stabilizujesz, bez rzutu.","Gain an additional +6 HP (total +16 from Hardy across all levels). You are immune to instant-death effects and lethal environments. When reduced to 0 HP, you automatically stabilize — no roll required.",edr,3
Ciężkie Dłonie i Stopy,Heavy Hands/Feet,"Twoje ataki bez broni zadają 2k6 obrażeń zamiast 1k6 i do wszystkich celów liczą się jako Broń Bojowa. Raz na walkę możesz wyprowadzić Dewastujący Cios, zadając automatycznie maksymalne możliwe obrażenia bez broni, bez rzutu.","Your unarmed strikes deal 2d6 damage instead of 1d6 and count as Martial Weapons for all purposes. Once per combat, you can deliver a Devastating Strike — dealing your maximum possible unarmed damage automatically, no roll required.",edr,3
Łowca,Hunter,"Możesz pozostawać ukryty bez końca w każdym naturalnym środowisku i nigdy nie musisz zmieniać pozycji po oddaniu strzału. Każdy cel trafiony przez ciebie w tej walce zostaje Naznaczony: wszystkie źródła obrażeń przeciw Naznaczonemu zadają +1 dodatkowych obrażeń, bo wskazałeś sojusznikom jego słabe punkty.","You can maintain concealment indefinitely in any natural environment, never needing to relocate after firing. Any target you hit this combat is Marked — all sources of damage against a Marked target deal +1 additional damage, as you've identified their weak points for your allies.",edr,3
Iluzje,Illusions,"Twoje iluzje działają już na wszystkie zmysły: wzrok, słuch, węch, temperaturę i dotyk. Każdy cel wchodzący z nimi w interakcję musi wykonać rzut na MĄD, by przestać im wierzyć. Szczególnie przekonujące iluzje mogą zadawać prawdziwe psychosomatyczne obrażenia (1k4, wedle uznania MG zależnie od siły i brutalności złudzenia).","Your illusions are fully multi-sensory — sight, sound, smell, temperature, and touch. Any target interacting with your illusions must make a WIS roll to disbelieve them. Particularly convincing illusions can cause real psychosomatic damage (d4, GM's discretion based on the severity and violence of the illusion).",edr,3
Natchnienie,Inspire,"Raz na sesję twoje słowa wywołują trwałą zmianę, a nie tylko chwilową reakcję. Tłum, który natchnąłeś, będzie pamiętał twoje przesłanie przez tygodnie i może działać zgodnie z nim długo po twoim odejściu. MG powinien uwzględniać konsekwencje tego w przyszłych sesjach.","Once per session, your words create a lasting change — not a momentary reaction. A crowd you've inspired will remember your message for weeks and may act on it independently, long after you've left. The GM should incorporate the consequences into future sessions.",edr,3
Instynkt,Instinct,"Masz przewagę do wszystkich rzutów opartych na ZRĘ. Raz na sesję, tuż przed uderzeniem katastrofy, twój instynkt ostrzega cię z wyprzedzeniem: MG daje ci jedną darmową akcję reakcji, zanim nieszczęście rozwinie się w pełni.","You have advantage on all DEX-based rolls. Once per session, just before catastrophe strikes, your instincts fire ahead of it — the GM gives you one free action to react before the disaster fully unfolds.",edr,3
Lingwista,Linguist,"Rozumiesz każdy język, także mowę stworzeń, zwierząt, duchów i magicznych istot, bez wcześniejszego kontaktu z nim. Po kilku minutach słuchania całkowicie obcego języka potrafisz również przekazać w nim proste treści.","You can understand any language, including those of creatures, animals, spirits, and magical entities, with no prior exposure needed. Given a few minutes of listening to a completely unknown language, you can communicate basic ideas in return.",edr,3
Czujka,Lookout,"Nigdy nie dajesz się zaskoczyć. Automatycznie wykrywasz ukryte istoty, zamaskowane przejścia i ludzi w przebraniu w zasięgu wzroku. MG musi powiedzieć ci, kiedy coś nie jest tym, na co wygląda, nawet jeśli nie wiesz jeszcze dokładnie, co jest nie tak.","You are never caught unaware. You automatically detect hidden creatures, concealed doors, and people in disguise within your line of sight. The GM must tell you when something is not as it appears, even if you don't know specifically what is wrong.",edr,3
Szczęście,Lucky,"Możesz użyć Szczęścia trzy razy dziennie na sobie i raz na sesję na dowolnym sojuszniku. Gdy przywołujesz Szczęście, możesz też poprosić MG o jeden dodatkowy przejaw pomyślnego losu obok zwykłego efektu mechanicznego, na przykład dogodną dywersję, niewypał albo szczęśliwy zbieg okoliczności.","You can use Lucky three times per day on yourself and once per session on any ally. When you invoke Lucky, you may also ask the GM for one additional piece of good fortune alongside the mechanical effect — a timely distraction, a misfire, a lucky coincidence that helps your position.",edr,3
Magiczne Punkty Życia,Magic-fueled hit points,"Twoje Magiczne Punkty Życia odnawiają się w trakcie walki: na początku każdej rundy odzyskujesz 1 magiczny PW, aż do maksimum równego twojej Mocy. Gdy masz pełnię Magicznych Punktów Życia, twoje zaklęcia Czarnoksięstwa zadają +1 dodatkowych obrażeń.","Your magic-fueled HP regenerate during combat — you recover 1 magic HP at the start of each round, up to your Power score maximum. When your magic-fueled HP are at their maximum, your Wizardry spells deal +1 additional damage.",edr,3
Tarcza Umysłu,Mind Shield,"Twój umysł jest absolutną twierdzą. Jesteś odporny na wszelkie formy mentalnej ingerencji: jasnowidzenie, telepatię, opętanie i magiczny przymus każdego rodzaju. Gdy ktoś próbuje magicznie wpłynąć na twój umysł, natychmiast to wyczuwasz i znasz ogólny kierunek, z którego przyszła próba.","Your mind is an absolute fortress. You are immune to all forms of mental intrusion — scrying, telepathy, possession, and magical compulsion of any kind. When someone attempts to magically affect your mind, you immediately sense the attempt and know the general direction it came from.",edr,3
Oportunista,Opportunist,"Raz na rundę, ilekroć którykolwiek sojusznik zada obrażenia celowi, możesz natychmiast wykonać darmowy atak przeciw temu samemu celowi. Nie zużywa to twojej akcji; jest odruchowym ciosem mistrza taktyki czytającego przebieg bitwy.","Once per round, whenever any ally deals damage to a target, you may immediately make a free attack against that same target. This does not consume your action — it is the reflexive strike of a master tactician reading the flow of battle.",edr,3
Uspokojenie,Pacify,"Raz na sesję możesz Uspokoić jednocześnie cały tłum albo grupę, a nie tylko jedną istotę. Efekt trwa przez całą scenę. Istoty uspokojone na taką skalę mogą naprawdę przejąć się twoją sprawą, jeśli przemówisz do nich jasno, gdy pozostają spokojne.","Once per session, you can Pacify an entire crowd or group simultaneously — not just one creature. The effect lasts for a full scene. Creatures you Pacify at this scale may become genuinely sympathetic to your cause if you speak to them clearly while they are calm.",edr,3
Występ,Perform,"Jeden z twoich występów stał się legendarny w określonym regionie: samo twoje imię otwiera tam drzwi, zjednuje przysługi i budzi zaufanie bez żadnego rzutu. W nowych stronach jeden pamiętny występ wystarcza, by na stałe zbudować taką reputację. MG powinien śledzić, gdzie rozniosła się twoja legenda.","One of your performances has become legendary in a specific region — your name alone opens doors, earns favors, and creates trust there without any roll. In new regions, a single memorable performance establishes this reputation permanently. The GM should track where your legend has spread.",edr,3
